t,Node,Event_Type,inc_id,Pattern
2021-01-26 10:06:39,node1549.company.com,class: com.company.product363.product195queue.consumer.consumertask - line number: 86,,node1549.company.com__class: com.company.product363.product195queue.consumer.consumertask - line number: 86
2021-01-26 10:07:06,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:07:35,node3851.company.com,bn920000-00,,node3851.company.com__bn920000-00
2021-01-26 10:07:48,node3867.company.com,product435: etype68,,node3867.company.com__product435: etype68
2021-01-26 10:07:53,node3865.company.com,product435: etype68,,node3865.company.com__product435: etype68
2021-01-26 10:07:55,node3868.company.com,product435: etype68,,node3868.company.com__product435: etype68
2021-01-26 10:08:19,node829.company.com,product355 - saf-ftp-visproduct160-push-fm99005-error.log,,node829.company.com__product355 - saf-ftp-visproduct160-push-fm99005-error.log
2021-01-26 10:08:19,node3844,ai323003-00,,node3844__ai323003-00
2021-01-26 10:08:19,node3845,ai323003-00,,node3845__ai323003-00
2021-01-26 10:08:35,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 10:08:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 10:08:49,node5076,g802717 apps | node1568 | db_recovery_file_dest_size of 751619276800 bytes,INC000000895499,node5076__g802717 apps | node1568 | db_recovery_file_dest_size of 751619276800 bytes
2021-01-26 10:09:16,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:09:18,node3759.company.com,gi1/0/20,,node3759.company.com__gi1/0/20
2021-01-26 10:09:18,node3759.company.com,gi2/0/20,,node3759.company.com__gi2/0/20
2021-01-26 10:09:42,node1455,product351 disk,,node1455__product351 disk
2021-01-26 10:09:48,node1501.company.com,class: com.company.product363.core.message_sending.messagefilter - line number: 152,,node1501.company.com__class: com.company.product363.core.message_sending.messagefilter - line number: 152
2021-01-26 10:10:01,node713,product117_file_monitor,,node713__product117_file_monitor
2021-01-26 10:10:02,node712,product117_file_monitor,,node712__product117_file_monitor
2021-01-26 10:10:03,node966,product117_file_monitor,,node966__product117_file_monitor
2021-01-26 10:10:03,node3388,product117_file_monitor,,node3388__product117_file_monitor
2021-01-26 10:10:19,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:10:43,node3856.company.com,b7912354-00,,node3856.company.com__b7912354-00
2021-01-26 10:11:24,node1568.company.com,spg,INC000000895417,node1568.company.com__spg
2021-01-26 10:11:24,node1568.company.com,spg,INC000000895417,node1568.company.com__spg
2021-01-26 10:11:24,node1568.company.com,spg,INC000000895417,node1568.company.com__spg
2021-01-26 10:11:42,node1416,product99_product183 customoid,,node1416__product99_product183 customoid
2021-01-26 10:12:26,node3269,lkf bn400188-00,,node3269__lkf bn400188-00
2021-01-26 10:12:26,node5352,lkf bn401188-00,,node5352__lkf bn401188-00
2021-01-26 10:12:58,node334.company.com,gi1/0/48,,node334.company.com__gi1/0/48
2021-01-26 10:13:05,node4315,product380 kpi - product237,INC000000895416,node4315__product380 kpi - product237
2021-01-26 10:13:05,node4315,product380 kpi - product237,INC000000895416,node4315__product380 kpi - product237
2021-01-26 10:13:06,node4427,product380 kpi - product284_vf_anm,,node4427__product380 kpi - product284_vf_anm
2021-01-26 10:13:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:13:26,node3933.company.com,product268 port status,,node3933.company.com__product268 port status
2021-01-26 10:13:29,node2141.company.com,product421 port status,INC000000895500,node2141.company.com__product421 port status
2021-01-26 10:13:32,node3583,lkf b7306061-00,,node3583__lkf b7306061-00
2021-01-26 10:13:34,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 10:13:43,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 10:13:44,node1780.company.com,product421 port status,INC000000895500,node1780.company.com__product421 port status
2021-01-26 10:13:44,node4247.company.com,product421 port status,INC000000895500,node4247.company.com__product421 port status
2021-01-26 10:13:44,node1035.company.com,product421 port status,INC000000895500,node1035.company.com__product421 port status
2021-01-26 10:13:47,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 10:13:54,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 10:13:56,node3851.company.com,bn920000-00,,node3851.company.com__bn920000-00
2021-01-26 10:14:01,node2141.company.com,product421 port status,INC000000895500,node2141.company.com__product421 port status
2021-01-26 10:14:15,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 10:14:16,node4247.company.com,product421 port status,INC000000895500,node4247.company.com__product421 port status
2021-01-26 10:14:16,node1035.company.com,product421 port status,INC000000895500,node1035.company.com__product421 port status
2021-01-26 10:14:21,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:14:28,node5289.company.com,netscreentrapvpn,,node5289.company.com__netscreentrapvpn
2021-01-26 10:14:31,node1780.company.com,product421 port status,INC000000895500,node1780.company.com__product421 port status
2021-01-26 10:14:40,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 10:14:41,node3845,ai323003-00,,node3845__ai323003-00
2021-01-26 10:14:43,node3856.company.com,b7912354-01,,node3856.company.com__b7912354-01
2021-01-26 10:14:48,node2141.company.com,product421 port status,INC000000895500,node2141.company.com__product421 port status
2021-01-26 10:15:01,node3569.company.com,etype69,,node3569.company.com__etype69
2021-01-26 10:15:03,node4247.company.com,product421 port status,INC000000895500,node4247.company.com__product421 port status
2021-01-26 10:15:18,node5320,product83 url monitoring,CRQ000000201728,node5320__product83 url monitoring
2021-01-26 10:15:18,node5321,product83 url monitoring,CRQ000000201728,node5321__product83 url monitoring
2021-01-26 10:15:21,node4247.company.com,product421 port status,CRQ000000201728,node4247.company.com__product421 port status
2021-01-26 10:15:23,node1780.company.com,product421 port status,INC000000895500,node1780.company.com__product421 port status
2021-01-26 10:15:23,node1035.company.com,product421 port status,INC000000895500,node1035.company.com__product421 port status
2021-01-26 10:15:25,node4247.company.com,product421 port status,INC000000895500,node4247.company.com__product421 port status
2021-01-26 10:15:25,node2141.company.com,product421 port status,INC000000895500,node2141.company.com__product421 port status
2021-01-26 10:15:26,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 10:15:34,node3629.company.com,dsc-app  dsc.telinbtm.3gppproduct269.org([sctp] ip288,,node3629.company.com__dsc-app  dsc.telinbtm.3gppproduct269.org([sctp] ip288
2021-01-26 10:15:34,node3627.company.com,dsc-app  dsc.telinbtm.3gppproduct269.org([sctp] ip288,,node3627.company.com__dsc-app  dsc.telinbtm.3gppproduct269.org([sctp] ip288
2021-01-26 10:15:34,node3628.company.com,dsc-app  dsc.telinbtm.3gppproduct269.org([sctp] ip288,,node3628.company.com__dsc-app  dsc.telinbtm.3gppproduct269.org([sctp] ip288
2021-01-26 10:15:56,node46,te1/0/11,,node46__te1/0/11
2021-01-26 10:16:14,node1156.company.com,bng-3702-4-05@default location,,node1156.company.com__bng-3702-4-05@default location
2021-01-26 10:16:40,node1781.company.com,product152,CRQ000000201728,node1781.company.com__product152
2021-01-26 10:16:42,node1035.company.com,product152,CRQ000000201728,node1035.company.com__product152
2021-01-26 10:17:01,node2141.company.com,product152,CRQ000000201728,node2141.company.com__product152
2021-01-26 10:17:02,node4247.company.com,product152,CRQ000000201728,node4247.company.com__product152
2021-01-26 10:17:04,node3278,product380 kpi - product112,,node3278__product380 kpi - product112
2021-01-26 10:17:04,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 10:17:24,node5076,g705030 apps | node1780.company.com/node5736-vmw-vc002/node1035.company.com,INC000000895500,node5076__g705030 apps | node1780.company.com/node5736-vmw-vc002/node1035.company.com
2021-01-26 10:17:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 10:18:07,node1473.company.com,product355 - saf-ftp-visproduct160-push-fm99005-error.log,,node1473.company.com__product355 - saf-ftp-visproduct160-push-fm99005-error.log
2021-01-26 10:19:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:19:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 10:19:38,node1732,dal-product302-hub-sms-003,,node1732__dal-product302-hub-sms-003
2021-01-26 10:19:50,node3487,snmp_swap,,node3487__snmp_swap
2021-01-26 10:20:03,node710,product117_file_monitor,,node710__product117_file_monitor
2021-01-26 10:20:18,node3767.company.com,gi1/0/16,,node3767.company.com__gi1/0/16
2021-01-26 10:20:24,node1568.company.com,spg,INC000000895417,node1568.company.com__spg
2021-01-26 10:21:02,node5315,product380 kpi - product416,,node5315__product380 kpi - product416
2021-01-26 10:21:14,node1156.company.com,bng-3702-4-06@default location,,node1156.company.com__bng-3702-4-06@default location
2021-01-26 10:21:18,node3843.company.com,ai323003-00,,node3843.company.com__ai323003-00
2021-01-26 10:21:46,node5285.company.com,netscreentrapvpn,,node5285.company.com__netscreentrapvpn
2021-01-26 10:22:02,node4932.company.com, loproduct436eediskspace,INC000000895337,node4932.company.com__ loproduct436eediskspace
2021-01-26 10:22:30,node4354,antares,,node4354__antares
2021-01-26 10:22:30,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 10:23:04,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 10:23:04,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 10:23:23,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:23:27,node5352,lkf bn401189-00,,node5352__lkf bn401189-00
2021-01-26 10:24:08,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 10:24:16,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:24:17,node3759.company.com,gi2/0/20,,node3759.company.com__gi2/0/20
2021-01-26 10:24:17,node3759.company.com,gi1/0/20,,node3759.company.com__gi1/0/20
2021-01-26 10:24:21,node5076,g802717 apps | dalns1 | /opt on dalns1 is at 89 % utilization,INC000000895264,node5076__g802717 apps | dalns1 | /opt on dalns1 is at 89 % utilization
2021-01-26 10:24:23,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:24:55,node3764.company.com,gi6/0/10,,node3764.company.com__gi6/0/10
2021-01-26 10:25:02,node3626.company.com, javaexception,,node3626.company.com__ javaexception
2021-01-26 10:25:22,node4510,[report_product51] long running reports on node4510,,node4510__[report_product51] long running reports on node4510
2021-01-26 10:25:57,node46,te1/0/11,,node46__te1/0/11
2021-01-26 10:26:58,node4550.company.com,rrgmultipleprimary,,node4550.company.com__rrgmultipleprimary
2021-01-26 10:27:05,node4315,product380 kpi - product237,,node4315__product380 kpi - product237
2021-01-26 10:27:05,node4315,product380 kpi - product237,,node4315__product380 kpi - product237
2021-01-26 10:27:48,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 10:27:50,node4270.company.com,node5384,,node4270.company.com__node5384
2021-01-26 10:27:58,node5352,lkf bn401188-00,,node5352__lkf bn401188-00
2021-01-26 10:28:28,node2179.company.com,spg,,node2179.company.com__spg
2021-01-26 10:28:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 10:29:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:29:29,node2179.company.com,spg,,node2179.company.com__spg
2021-01-26 10:30:02,node713,product117_file_monitor,,node713__product117_file_monitor
2021-01-26 10:30:05,node712,product117_file_monitor,,node712__product117_file_monitor
2021-01-26 10:30:24,node3856.company.com,b7912354-00,,node3856.company.com__b7912354-00
2021-01-26 10:30:27,node1156.company.com,bng-3702-4-05@default location,,node1156.company.com__bng-3702-4-05@default location
2021-01-26 10:30:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 10:31:07,node3919,sun5-product170-mqueue,,node3919__sun5-product170-mqueue
2021-01-26 10:31:51,node3844,ai323003-00,,node3844__ai323003-00
2021-01-26 10:31:51,node3845,ai323003-00,,node3845__ai323003-00
2021-01-26 10:32:00,node3269,lkf bn400188-00,,node3269__lkf bn400188-00
2021-01-26 10:32:10,node1714,product284 customoid,,node1714__product284 customoid
2021-01-26 10:32:44,node3856.company.com,b7912354-01,,node3856.company.com__b7912354-01
2021-01-26 10:32:51,node4497,product99_product183 customoid,,node4497__product99_product183 customoid
2021-01-26 10:33:46,node767,etype28 gateway down: critical ,,node767__etype28 gateway down: critical 
2021-01-26 10:33:57,node765,etype28 gateway down: critical ,,node765__etype28 gateway down: critical 
2021-01-26 10:33:59,node5352,lkf bn401189-00,,node5352__lkf bn401189-00
2021-01-26 10:34:17,node1399,etype28 gateway down: critical ,,node1399__etype28 gateway down: critical 
2021-01-26 10:35:43,node717.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node717.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node858.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node858.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node1319.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node1319.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node719.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node719.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node4219.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node4219.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node2090.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node2090.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node1312.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node1312.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node1503.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node1503.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:43,node1314.company.com,class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81,,node1314.company.com__class: com.company.product363.sii.client.product363restexceptionprocessor - line number: 81
2021-01-26 10:35:55,node852.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node852.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:35:55,node3856.company.com,b7912354-00,,node3856.company.com__b7912354-00
2021-01-26 10:35:55,node852.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node852.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:35:56,node1499.company.com,saop product363 gw product363.log,,node1499.company.com__saop product363 gw product363.log
2021-01-26 10:35:56,node1497.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node1497.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:35:56,node854.company.com,saop product363 gw product363.log,,node854.company.com__saop product363 gw product363.log
2021-01-26 10:35:56,node1497.company.com,saop product363 gw product363.log,,node1497.company.com__saop product363 gw product363.log
2021-01-26 10:35:56,node1499.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node1499.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:35:58,node3765.company.com,gi3/0/15,,node3765.company.com__gi3/0/15
2021-01-26 10:35:58,node852.company.com,saop product363 mms gw product363.log,,node852.company.com__saop product363 mms gw product363.log
2021-01-26 10:35:58,node852.company.com,saop product363 mms gw product363.log,,node852.company.com__saop product363 mms gw product363.log
2021-01-26 10:36:03,node1314.company.com,class: org.apache.product195.clients.consumer.internals.consumercoordinator$offsetcommitresponsehandler - line number: 833,,node1314.company.com__class: org.apache.product195.clients.consumer.internals.consumercoordinator$offsetcommitresponsehandler - line number: 833
2021-01-26 10:36:03,node1497.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node1497.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:36:03,node1497.company.com,saop product363 gw product363.log,,node1497.company.com__saop product363 gw product363.log
2021-01-26 10:36:05,node1499.company.com,saop product363 gw product363.log,,node1499.company.com__saop product363 gw product363.log
2021-01-26 10:36:05,node1499.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node1499.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:36:08,node1499.company.com,saop mms sms gateway product363-calling-gateway/product363.log,,node1499.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:36:11,node1497.company.com,saop mms sms gateway product363-calling-gateway/product363.log,INC000000895267,node1497.company.com__saop mms sms gateway product363-calling-gateway/product363.log
2021-01-26 10:36:12,node1319.company.com,sii product77ivity error - xiny,INC000000895267,node1319.company.com__sii product77ivity error - xiny
2021-01-26 10:36:14,node1312.company.com,sii product77ivity error - xiny,INC000000895267,node1312.company.com__sii product77ivity error - xiny
2021-01-26 10:36:23,node1499.company.com,saop product363 gw product363.log,,node1499.company.com__saop product363 gw product363.log
2021-01-26 10:36:23,node1497.company.com,saop product363 gw product363.log,INC000000895267,node1497.company.com__saop product363 gw product363.log
2021-01-26 10:36:23,node1503.company.com,sii product77ivity error - xiny,INC000000895267,node1503.company.com__sii product77ivity error - xiny
2021-01-26 10:36:41,node2090.company.com,sii product77ivity error - xiny,,node2090.company.com__sii product77ivity error - xiny
2021-01-26 10:37:02,node3971,product380 kpi - product199,,node3971__product380 kpi - product199
2021-01-26 10:37:19,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:38:01,node1769,product171 unmatched ,,node1769__product171 unmatched 
2021-01-26 10:39:09,node4509,sun2-pm,,node4509__sun2-pm
2021-01-26 10:39:17,node3759.company.com,gi1/0/20,,node3759.company.com__gi1/0/20
2021-01-26 10:39:17,node3759.company.com,gi2/0/20,,node3759.company.com__gi2/0/20
2021-01-26 10:39:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 10:40:01,node1558,product117_file_monitor,,node1558__product117_file_monitor
2021-01-26 10:40:02,node711,product117_file_monitor,,node711__product117_file_monitor
2021-01-26 10:40:06,node1715,product284 customoid,,node1715__product284 customoid
2021-01-26 10:40:08,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 10:40:12,node3873,sun5-product170-mqueue,,node3873__sun5-product170-mqueue
2021-01-26 10:40:15,node3856.company.com,b7912354-00,,node3856.company.com__b7912354-00
2021-01-26 10:40:30,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 10:40:44,node3487,snmp_mem,,node3487__snmp_mem
2021-01-26 10:40:53,node3422,old_proc_check,INC000000895336,node3422__old_proc_check
2021-01-26 10:41:00,node1769,product171 bind idle ,,node1769__product171 bind idle 
2021-01-26 10:41:03,node3345,product380 kpi - product132,INC000000895088,node3345__product380 kpi - product132
2021-01-26 10:41:17,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:41:19,node4585.company.com,et-1/1/5,,node4585.company.com__et-1/1/5
2021-01-26 10:41:19,node4585.company.com,et-1/1/5,,node4585.company.com__et-1/1/5
2021-01-26 10:41:20,node4585.company.com,ospf interface status,,node4585.company.com__ospf interface status
2021-01-26 10:41:24,node3856.company.com,b7912354-01,,node3856.company.com__b7912354-01
2021-01-26 10:41:30,node3851.company.com,bn920000-00,,node3851.company.com__bn920000-00
2021-01-26 10:41:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 10:42:16,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:42:24,node5184.company.com,swproduct135entry ,,node5184.company.com__swproduct135entry 
2021-01-26 10:42:51,node5159.company.com,swproduct135entry ,,node5159.company.com__swproduct135entry 
2021-01-26 10:42:56,node3327.company.com,swproduct135entry ,,node3327.company.com__swproduct135entry 
2021-01-26 10:42:59,node4510.company.co.in,status,,node4510.company.co.in__status
2021-01-26 10:43:21,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 10:45:01,node1071,/vpa_revc/data,INC000000895338,node1071__/vpa_revc/data
2021-01-26 10:45:04,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:45:04,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:45:21,node4510,[report_product51] failed reports on node4510,,node4510__[report_product51] failed reports on node4510
2021-01-26 10:46:02,node5352,lkf bn401189-00,,node5352__lkf bn401189-00
2021-01-26 10:46:05,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:46:06,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:46:08,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 10:47:29,node3310.company.com,swproduct135entry ,,node3310.company.com__swproduct135entry 
2021-01-26 10:47:43,node3845,ai323003-00,,node3845__ai323003-00
2021-01-26 10:47:43,node3844,ai323003-00,,node3844__ai323003-00
2021-01-26 10:48:27,node4354,antares,,node4354__antares
2021-01-26 10:48:52,node4502,product99_product183 customoid,,node4502__product99_product183 customoid
2021-01-26 10:49:11,node3309.company.com,swproduct135entry ,,node3309.company.com__swproduct135entry 
2021-01-26 10:50:02,node965,product117_file_monitor,,node965__product117_file_monitor
2021-01-26 10:50:02,node3388,product117_file_monitor,,node3388__product117_file_monitor
2021-01-26 10:50:20,node5076,g802717 apps | product431(dal/chi) | red in product380 - files processed (5-minute summary) ,INC000000895425,node5076__g802717 apps | product431(dal/chi) | red in product380 - files processed (5-minute summary) 
2021-01-26 10:50:41,node4354,antares,,node4354__antares
2021-01-26 10:51:06,node4315,product380 kpi - product237,,node4315__product380 kpi - product237
2021-01-26 10:51:06,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 10:51:09,node3856.company.com,b7912354-01,,node3856.company.com__b7912354-01
2021-01-26 10:51:25,node1165,product87 customoid,,node1165__product87 customoid
2021-01-26 10:52:02,node3843.company.com,ai323003-00,,node3843.company.com__ai323003-00
2021-01-26 10:52:08,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 10:52:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 10:53:02,node4220.company.com,class: com.company.number.identity.numberidentityclientv3$1 - line number: 133,,node4220.company.com__class: com.company.number.identity.numberidentityclientv3$1 - line number: 133
2021-01-26 10:53:02,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 10:53:03,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:55:01,node1434.company.com,scr-err800:node1434,,node1434.company.com__scr-err800:node1434
2021-01-26 10:55:02,node3626.company.com, javaexception,,node3626.company.com__ javaexception
2021-01-26 10:55:04,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:55:04,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:55:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:55:27,node856.company.com,class: com.company.number.identity.numberidentityclientv3$1 - line number: 133,,node856.company.com__class: com.company.number.identity.numberidentityclientv3$1 - line number: 133
2021-01-26 10:55:36,node506,lkf b7307056-01,,node506__lkf b7307056-01
2021-01-26 10:56:09,node1714,product284 customoid,,node1714__product284 customoid
2021-01-26 10:56:17,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 10:57:07,node3919,sun5-product170-mqueue,,node3919__sun5-product170-mqueue
2021-01-26 10:57:07,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:57:49,node5076,g803517  apps |node4932 | 17 parition / usage is above threshold (90%),INC000000895337,node5076__g803517  apps |node4932 | 17 parition / usage is above threshold (90%)
2021-01-26 10:58:34,node5352,lkf bn401189-00,,node5352__lkf bn401189-00
2021-01-26 10:59:04,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:59:04,node5330,product380 kpi - product431,INC000000895425,node5330__product380 kpi - product431
2021-01-26 10:59:36,node526,lkf ai601232-00,,node526__lkf ai601232-00
2021-01-26 10:59:38,node1455,product351 disk,,node1455__product351 disk
2021-01-26 11:00:00,node1563.company.com,node1563.company.com - etl job(s) not complete!!,,node1563.company.com__node1563.company.com - etl job(s) not complete!!
2021-01-26 11:00:03,node712,product117_file_monitor,,node712__product117_file_monitor
2021-01-26 11:00:07,node956.company.com,product192 node5440,,node956.company.com__product192 node5440
2021-01-26 11:00:09,node4509,sun2-pm,,node4509__sun2-pm
2021-01-26 11:00:17,node4501,transaction queued long on node4501,,node4501__transaction queued long on node4501
2021-01-26 11:00:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 11:01:02,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 11:01:02,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 11:02:15,node3918,sun5 main mqueue,,node3918__sun5 main mqueue
2021-01-26 11:02:21,node3583,6-083-0,,node3583__6-083-0
2021-01-26 11:02:22,node3583,lkf a7306005-00,,node3583__lkf a7306005-00
2021-01-26 11:02:23,node506,lkf a7307005-00,,node506__lkf a7307005-00
2021-01-26 11:02:24,node506,6-083-0,,node506__6-083-0
2021-01-26 11:02:43,node5076,g802717 apps | node1071 | h files not receiving or processing,INC000000895338,node5076__g802717 apps | node1071 | h files not receiving or processing
2021-01-26 11:03:05,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 11:03:06,node4315,product380 kpi - product237,INC000000895416,node4315__product380 kpi - product237
2021-01-26 11:03:06,node4315,product380 kpi - product237,INC000000895416,node4315__product380 kpi - product237
2021-01-26 11:03:09,node766,etype28 gateway down: critical ,,node766__etype28 gateway down: critical 
2021-01-26 11:03:17,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 11:03:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 11:03:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 11:03:42,node3327.company.com,swproduct135entry ,,node3327.company.com__swproduct135entry 
2021-01-26 11:03:55,node3856.company.com,b7912354-01,INC000000895266,node3856.company.com__b7912354-01
2021-01-26 11:04:05,node1715,product284 customoid,,node1715__product284 customoid
2021-01-26 11:04:34,node3851.company.com,bn920000-00,,node3851.company.com__bn920000-00
2021-01-26 11:05:43,node3844,ai323003-00,,node3844__ai323003-00
2021-01-26 11:05:43,node3845,ai323003-00,,node3845__ai323003-00
2021-01-26 11:06:12,node3873,sun5-product170-mqueue,,node3873__sun5-product170-mqueue
2021-01-26 11:07:04,node4260,product380 kpi - product220,,node4260__product380 kpi - product220
2021-01-26 11:07:15,node1333,product99_product183 customoid,,node1333__product99_product183 customoid
2021-01-26 11:07:15,node1416,product99_product183 customoid,,node1416__product99_product183 customoid
2021-01-26 11:07:17,node3865.company.com,product435: etype68,,node3865.company.com__product435: etype68
2021-01-26 11:07:19,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 11:07:20,node2091.company.com,class: com.company.product363.core.message_sending.messagesender - line number: 146,,node2091.company.com__class: com.company.product363.core.message_sending.messagesender - line number: 146
2021-01-26 11:07:20,node2091.company.com,class: com.company.product363.core.message_sending.messagebiller - line number: 101,,node2091.company.com__class: com.company.product363.core.message_sending.messagebiller - line number: 101
